date,nav_net,nav_gross
2017-12-14,125575.82865146942,125575.82865146942
2017-12-15,127273.933900711,127273.933900711
2017-12-18,129242.39586267654,129242.39586267654
2017-12-19,127389.22000400354,127389.22000400354
2017-12-20,125882.10575335321,125882.10575335321
2017-12-21,124725.49950838693,124725.49950838693
2017-12-22,121575.49621559655,121575.49621559655
2017-12-26,125176.63496609723,125176.63496609723
2017-12-27,124816.36602794315,124816.36602794315
2017-12-28,122895.77385365698,122895.77385365698
2017-12-29,116755.82931837469,122991.77568915488
2018-01-02,117339.22002098884,123575.16639176903
2018-01-03,117585.5283904608,123821.47476124098
2018-01-04,118209.00025977407,124444.94663055426
2018-01-05,119992.15247092425,126228.09884170444
2018-01-08,117878.37645560614,124114.32282638633
2018-01-09,117263.21549196815,123499.16186274834
2018-01-10,117578.27366753445,123814.22003831464
2018-01-11,116202.38284191972,122438.32921269991
2018-01-12,117119.53379101315,123355.48016179334
2018-01-16,114244.723783168,120480.67015394819
2018-01-17,113913.85056302194,120149.79693380214
2018-01-18,114174.84180907931,120410.7881798595
2018-01-19,114495.96567985331,120731.9120506335
2018-01-22,113709.69517857856,119945.64154935876
2018-01-23,113739.87263900372,119975.81900978391
2018-01-24,114639.42730924852,120875.37368002872
2018-01-25,114470.45311769564,120706.39948847583
2018-01-26,114459.97580384942,120695.92217462961
2018-01-29,114431.05539021194,120667.00176099213
2018-01-30,112768.35310346601,119004.29947424622
2018-01-31,113022.4114798142,119258.3578505944
2018-02-01,111689.64795701137,117925.59432779158
2018-02-02,110721.30359689878,116957.24996767899
2018-02-05,107304.26463895278,113540.21100973299
2018-02-06,108499.75584151124,114735.70221229145
2018-02-07,108183.72241574891,114419.66878652912
2018-02-08,108817.82090986095,115053.76728064116
2018-02-09,109726.05632954887,115962.00270032907
2018-02-12,110215.93921288523,116451.88558366544
2018-02-13,109826.93655607838,116062.88292685858
2018-02-14,111567.88445525536,117803.83082603557
2018-02-15,112794.4629952346,119030.4093660148
2018-02-16,112868.32580706726,119104.27217784747
2018-02-20,114143.70044368063,120379.64681446084
2018-02-21,113006.94839082759,119242.8947616078
2018-02-22,112150.0551101092,118386.0014808894
2018-02-23,112839.97360199889,119075.9199727791
2018-02-26,113476.23277597016,119712.17914675036
2018-02-27,112231.93871868601,118467.88508946622
2018-02-28,111728.71810108208,117964.66447186228
2018-03-01,110989.13580508278,117225.08217586299
2018-03-02,111562.6981283314,117798.6444991116
2018-03-05,112095.08037639983,118331.02674718003
2018-03-06,112769.40387375504,119005.35024453525
2018-03-07,112441.16903093172,118677.11540171193
2018-03-08,112625.9855096518,118861.931880432
2018-03-09,113336.87154917112,119572.81791995133
2018-03-12,113188.39429009425,119424.34066087446
2018-03-13,113231.44037047694,119467.38674125714
2018-03-14,112951.95142802213,119187.89779880234
2018-03-15,112543.32019871737,118779.26656949757
2018-03-16,112569.04754232355,118804.99391310375
2018-03-19,112243.63477345159,118479.5811442318
2018-03-20,112058.34293758444,118294.28930836465
2018-03-21,112768.39213292308,119004.33850370329
2018-03-22,111262.86586414317,117498.81223492337
2018-03-23,111934.98729572007,118170.93366650028
2018-03-26,112226.97186638226,118462.91823716246
2018-03-27,111882.69021184267,118118.63658262287
2018-03-28,111115.68626427182,117351.63263505202
2018-03-29,111141.83314376905,117377.77951454926
2018-04-02,111782.45829051468,118018.40466129489
2018-04-03,111364.09159414431,117600.03796492452
2018-04-04,111429.45879288738,117665.40516366759
2018-04-05,111146.19206531289,117382.1384360931
2018-04-06,111403.31191339015,117639.25828417036
2018-04-09,111590.70564118048,117826.65201196069
2018-04-10,111721.44668843251,117957.39305921271
2018-04-11,112152.88682455148,118388.83319533168
2018-04-12,111503.54715960109,117739.4935303813
2018-04-13,111865.2578505502,118101.20422133041
2018-04-16,111943.70181392481,118179.64818470502
2018-04-17,111995.99889780222,118231.94526858242
2018-04-18,112039.57813859191,118275.52450937212
2018-04-19,111930.6283741762,118166.57474495641
2018-04-20,111490.93246874733,117726.87883952753
2018-04-23,111044.59994525426,117280.54631603447
2018-04-24,111314.16884875597,117550.11521953618
2018-04-25,110951.7980332938,117187.74440407401
2018-04-26,110757.3540054434,116993.3003762236
2018-04-27,110746.26191903713,116982.20828981734
2018-04-30,110746.26191903713,116982.20828981734
2018-05-01,110746.26191903713,116982.20828981734
2018-05-02,110746.26191903713,116982.20828981734
2018-05-03,110746.26191903713,116982.20828981734
2018-05-04,110746.26191903713,116982.20828981734
2018-05-07,110746.26191903713,116982.20828981734
2018-05-08,110746.26191903713,116982.20828981734
2018-05-09,110746.26191903713,116982.20828981734
2018-05-10,110746.26191903713,116982.20828981734
2018-05-11,110746.26191903713,116982.20828981734
2018-05-14,110746.26191903713,116982.20828981734
2018-05-15,110746.26191903713,116982.20828981734
2018-05-16,110746.26191903713,116982.20828981734
2018-05-17,110746.26191903713,116982.20828981734
2018-05-18,110746.26191903713,116982.20828981734
2018-05-21,110746.26191903713,116982.20828981734
2018-05-22,110746.26191903713,116982.20828981734
2018-05-23,110746.26191903713,116982.20828981734
2018-05-24,110746.26191903713,116982.20828981734
2018-05-25,110725.22301364505,116961.16938442526
2018-05-29,110388.60855289352,116624.55492367373
2018-05-30,111061.83747439658,117297.78384517679
2018-05-31,110641.07140483762,116877.01777561783
2018-06-01,110893.53024402082,117129.47661480102
2018-06-04,111177.54944767259,117413.4958184528
2018-06-05,111156.5105422805,117392.45691306071
2018-06-06,111451.05120500877,117686.99757578898
2018-06-07,111493.12500303204,117729.07137381224
2018-06-08,111777.1442066838,118013.09057746401
2018-06-11,111766.62676036822,118002.57313114843
2018-06-12,111871.81727456774,118107.76364534795
2018-06-13,111619.35843538455,117855.30480616476
2018-06-14,111829.73946378358,118065.68583456379
2018-06-15,112019.08559955143,118255.03197033163
2018-06-18,111819.22201746798,118055.16838824819
2018-06-19,111735.06639589964,117971.01276667985
2018-06-20,111703.51004419196,117939.45641497217
2018-06-21,111545.72026013178,117781.66663091199
2018-06-22,111715.14150780746,117951.08787858767
2018-06-25,111496.72537673486,117732.67174751507
2018-06-26,111143.0975593621,117379.0439301423
2018-06-27,110747.86553580537,116983.81190658557
2018-06-28,111153.49662711035,117389.44299789055
2018-06-29,111219.91958320771,117455.86595398792
2018-07-02,111303.53763817596,117539.48400895616
2018-07-03,111334.8924152249,117570.8387860051
2018-07-05,111773.87524242324,118009.82161320344
2018-07-06,112066.53444768378,118302.48081846398
2018-07-09,112139.69825221684,118375.64462299705
2018-07-10,112453.25798409113,118689.20435487134
2018-07-11,112338.28515207395,118574.23152285416
2018-07-12,112704.10816186755,118940.05453264776
2018-07-13,112725.0086884813,118960.95505926151
2018-07-16,112557.77656567314,118793.72293645334
2018-07-17,112745.91320222337,118981.85957300357
2018-07-18,112745.91320222337,118981.85957300357
2018-07-19,112756.36745265855,118992.31382343876
2018-07-20,112714.55842517443,118950.50479595464
2018-07-23,112620.4901068993,118856.43647767951
2018-07-24,112693.65391143237,118929.60028221257
2018-07-25,113143.0909890659,119379.0373598461
2018-07-26,113216.25479359896,119452.20116437916
2018-07-27,112939.88235320033,119175.82872398054
2018-07-30,112609.58481341976,118845.53118419996
2018-07-31,113022.45378508774,119258.40015586794
2018-08-01,112877.95082622704,119113.89719700725
2018-08-02,113094.70526451808,119330.65163529829
2018-08-03,113404.3550245639,119640.30139534411
2018-08-06,113559.18187329198,119795.12824407218
2018-08-07,113652.07719504676,119888.02356582697
2018-08-08,113652.07719504676,119888.02356582697
2018-08-09,113662.39714750381,119898.34351828402
2018-08-10,113466.2865515372,119702.2329223174
2018-08-13,113321.7835926765,119557.7299634567
2018-08-14,113641.75330517937,119877.69967595958
2018-08-15,113610.78951039788,119846.73588117809
2018-08-16,114054.62227684734,120290.56864762754
2018-08-17,114384.91587921759,120620.8622499978
2018-08-20,114488.13509083974,120724.08146161995
2018-08-21,114384.91587921759,120620.8622499978
2018-08-22,114230.09296789984,120466.03933868004
2018-08-23,114240.41292035689,120476.3592911371
2018-08-24,114551.88226713602,120787.82863791623
2018-08-27,114495.12756176977,120731.07393254997
2018-08-28,114367.4430503657,120603.38942114591
2018-08-29,114593.75329277976,120829.69966355996
2018-08-30,114466.37979309984,120702.32616388005
2018-08-31,114538.6023789724,120774.5487497526
2018-09-04,114377.55190200634,120613.49827278654
2018-09-05,114462.9555221477,120698.90189292791
2018-09-06,114863.36351807976,121099.30988885996
2018-09-07,114414.2817721839,120650.2281429641
2018-09-10,114569.12709920635,120805.07346998656
2018-09-11,114423.07607644938,120659.02244722958
2018-09-12,114591.24126528388,120827.18763606409
2018-09-13,114888.97762702701,121124.92399780721
2018-09-14,114792.9297494681,121028.8761202483
2018-09-17,114703.00435186089,120938.9507226411
2018-09-18,114660.4725192069,120896.41888998711
2018-09-19,114252.02606602143,120487.97243680163
2018-09-20,114601.39088056031,120837.33725134052
2018-09-21,114690.33279763692,120926.27916841712
2018-09-24,114282.42160217112,120518.36797295132
2018-09-25,114222.73024301327,120458.67661379348
2018-09-26,113775.02607318517,120010.97244396538
2018-09-27,113884.46529194636,120120.41166272656
2018-09-28,114125.56135748081,120361.50772826101
2018-10-01,114115.57885298385,120351.52522376405
2018-10-02,114135.54005476783,120371.48642554804
2018-10-03,113925.95314685097,120161.89951763117
2018-10-04,113666.46513807913,119902.41150885934
2018-10-05,113696.40503715012,119932.35140793033
2018-10-08,113786.22854157306,120022.17491235326
2018-10-09,113846.10833971505,120082.05471049526
2018-10-10,112418.91858065507,118654.86495143527
2018-10-11,111201.31192230197,117437.25829308218
2018-10-12,111710.30924255862,117946.25561333883
2018-10-15,111720.29174705558,117956.23811783579
2018-10-16,112718.32899299485,118954.27536377506
2018-10-17,112728.30769028186,118964.25406106206
2018-10-18,112378.9961770871,118614.94254786731
2018-10-19,112478.79837879704,118714.74474957725
2018-10-22,112289.17267266416,118525.11904344437
2018-10-23,112129.48686560227,118365.43323638248
2018-10-24,111301.1141240119,117537.06049479211
2018-10-25,111620.48573813567,117856.43210891588
2018-10-26,111593.62855599973,117829.57492677994
2018-10-29,111593.62855599973,117829.57492677994
2018-10-30,111593.62855599973,117829.57492677994
2018-10-31,111593.62855599973,117829.57492677994
2018-11-01,111593.62855599973,117829.57492677994
2018-11-02,111593.62855599973,117829.57492677994
2018-11-05,111593.62855599973,117829.57492677994
2018-11-06,111593.62855599973,117829.57492677994
2018-11-07,111593.62855599973,117829.57492677994
2018-11-08,111593.62855599973,117829.57492677994
2018-11-09,111593.62855599973,117829.57492677994
2018-11-12,111593.62855599973,117829.57492677994
2018-11-13,111593.62855599973,117829.57492677994
2018-11-14,111593.62855599973,117829.57492677994
2018-11-15,111593.62855599973,117829.57492677994
2018-11-16,111593.62855599973,117829.57492677994
2018-11-19,111593.62855599973,117829.57492677994
2018-11-20,111593.62855599973,117829.57492677994
2018-11-21,111593.62855599973,117829.57492677994
2018-11-23,111593.62855599973,117829.57492677994
2018-11-26,111593.62855599973,117829.57492677994
2018-11-27,111593.62855599973,117829.57492677994
2018-11-28,111593.62855599973,117829.57492677994
2018-11-29,111593.62855599973,117829.57492677994
2018-11-30,111703.28139743245,117939.22776821266
2018-12-03,111825.22000277058,118061.16637355079
2018-12-04,112083.4331294877,118319.37950026791
2018-12-06,112226.27722704464,118462.22359782485
2018-12-07,112391.08724033873,118627.03361111894
2018-12-10,112424.03106430867,118659.97743508888
2018-12-11,112281.21726456654,118517.16363534675
2018-12-12,112127.39020914103,118363.33657992123
2018-12-13,112160.35423165417,118396.30060243438
2018-12-14,112248.238093146,118484.18446392621
2018-12-17,112413.0481064401,118648.9944772203
2018-12-18,112552.32716112107,118788.27353190127
2018-12-19,112750.51021742824,118986.45658820844
2018-12-20,112678.96192775473,118914.90829853494
2018-12-21,112716.69880983507,118952.64518061528
2018-12-24,112858.61093930042,119094.55731008062
2018-12-26,112591.157113338,118827.10348411821
2018-12-27,112733.0842615492,118969.0306323294
2018-12-28,113253.91271659583,119489.85908737604
2018-12-31,113554.10321365838,119790.04958443859
2019-01-02,113710.75894344007,119946.70531422028
2019-01-03,114673.52311214144,120909.46948292165
2019-01-04,113751.15402761672,119987.10039839693
2019-01-07,113789.230425653,120025.17679643321
2019-01-08,113494.42587653305,119730.37224731325
2019-01-09,113890.14866111065,120126.09503189086
2019-01-10,113527.78683551938,119763.73320629958
2019-01-11,113793.8533567215,120029.79972750171
2019-01-14,113896.30758630233,120132.25395708253
2019-01-15,113744.25604946724,119980.20242024744
2019-01-16,113893.21947079715,120129.16584157736
2019-01-17,113715.58681122145,119951.53318200166
2019-01-18,113028.95070107828,119264.89707185849
2019-01-22,113424.58975542137,119660.53612620158
2019-01-23,113318.30312751494,119554.24949829515
2019-01-24,113409.04240856112,119644.98877934132
2019-01-25,114071.99540245783,120307.94177323804
2019-01-28,114286.81176189105,120522.75813267125
2019-01-29,114769.03749068503,121004.98386146524
2019-01-30,115227.73612007425,121463.68249085445
2019-01-31,115517.5124522283,121753.4588230085
2019-02-01,115095.69486360294,121331.64123438315
2019-02-04,114720.65053853577,120956.59690931598
2019-02-05,114966.81167253638,121202.75804331659
2019-02-06,114623.00887177567,120858.95524255588
2019-02-07,114947.49305587914,121183.43942665934
2019-02-08,115240.98695718545,121476.93332796566
2019-02-11,114871.95114413254,121107.89751491275
2019-02-12,114915.30881793925,121151.25518871946
2019-02-13,114546.89832239994,120782.84469318014
2019-02-14,115133.4499078957,121369.39627867591
2019-02-15,115420.1975955316,121656.1439663118
2019-02-19,116395.42953649767,122631.37590727788
2019-02-20,116282.97968916791,122518.92605994812
2019-02-21,115453.46990210867,121689.41627288888
2019-02-22,115889.78855116319,122125.7349219434
2019-02-25,115684.0598382812,121920.00620906141
2019-02-26,115842.42659652242,122078.37296730262
2019-02-27,115426.75881525026,121662.70518603046
2019-02-28,115206.47422919619,121442.4205999764
2019-03-01,114634.50979936133,120870.45617014154
2019-03-04,114447.0055756227,120682.9519464029
2019-03-05,114511.48538216928,120747.43175294949
2019-03-06,114437.5071057029,120673.4534764831
2019-03-07,114361.98697911025,120597.93334989046
2019-03-08,114791.580434651,121027.5268054312
2019-03-11,115012.86944043866,121248.81581121887
2019-03-12,115446.96697402131,121682.91334480152
2019-03-13,115896.55314597934,122132.49951675955
2019-03-14,115369.38566918175,121605.33203996196
2019-03-15,115796.47795913472,122032.42432991492
2019-03-18,115793.08943232006,122029.03580310027
2019-03-19,115784.57119509442,122020.51756587463
2019-03-20,115997.94788248157,122233.89425326178
2019-03-21,116321.16909896208,122557.11546974229
2019-03-22,116360.20789231754,122596.15426309775
2019-03-25,116802.53268078713,123038.47905156734
2019-03-26,116863.61172308055,123099.55809386076
2019-03-27,116666.3192813347,122902.2656521149
2019-03-28,116256.62000352013,122492.56637430034
2019-03-29,116412.16417767499,122648.1105484552
2019-04-01,116131.73060483532,122367.67697561553
2019-04-02,116313.73676526314,122549.68313604334
2019-04-03,116110.14559077636,122346.09196155657
2019-04-04,116274.97258908238,122510.91895986258
2019-04-05,116423.2233749409,122659.16974572111
2019-04-08,116523.03017441065,122758.97654519086
2019-04-09,116683.37132235315,122919.31769313336
2019-04-10,116987.27338562807,123223.21975640827
2019-04-11,116385.07570193977,122621.02207271998
2019-04-12,116339.95844763481,122575.90481841502
2019-04-15,116370.59438495325,122606.54075573345
2019-04-16,115662.85855987805,121898.80493065825
2019-04-17,115359.87651164099,121595.8228824212
2019-04-18,115545.34779606258,121781.29416684278
2019-04-22,115444.61622527025,121680.56259605045
2019-04-23,115763.85636303146,121999.80273381167
2019-04-24,116066.70703055858,122302.65340133879
2019-04-25,116024.76799551655,122260.71436629676
2019-04-26,116454.05242635105,122689.99879713125
2019-04-29,116187.76718967855,122423.71356045875
2019-04-30,116837.2887595801,123073.2351303603
2019-05-01,116227.85308704058,122463.79945782079
2019-05-02,116072.9615162638,122308.907887044
2019-05-03,116383.03520284819,122618.98157362839
2019-05-06,116502.01045512444,122737.95682590465
2019-05-07,116038.67423364992,122274.62060443012
2019-05-08,115909.5008778375,122145.44724861771
2019-05-09,116063.13395376217,122299.08032454237
2019-05-10,116462.07561453599,122698.0219853162
2019-05-13,116092.04265239861,122327.98902317882
2019-05-14,116280.133302604,122516.0796733842
2019-05-15,116709.66804291302,122945.61441369323
2019-05-16,117119.24367916994,123355.19004995015
2019-05-17,117068.94672180261,123304.89309258282
2019-05-20,116882.70569681199,123118.6520675922
2019-05-21,117215.31952259116,123451.26589337137
2019-05-22,117556.11529690177,123792.06166768198
2019-05-23,117640.69916872315,123876.64553950336
2019-05-24,118097.756537411,124333.7029081912
2019-05-28,121232.12087393603,127468.06724471624
2019-05-29,120739.71516303952,126975.66153381973
2019-05-30,119503.12876169644,125739.07513247665
2019-05-31,121164.27532008516,127400.22169086536
2019-06-03,119369.13294922978,125605.07932000999
2019-06-04,116419.33686046692,122655.28323124713
2019-06-05,117064.12384339808,123300.07021417828
2019-06-06,117043.14265214441,123279.08902292461
2019-06-07,118469.48208748254,124705.42845826274
2019-06-10,117981.35812947091,124217.30450025112
2019-06-11,117561.5585991182,123797.50496989841
2019-06-12,118945.02506874283,125180.97143952304
2019-06-13,119554.75539823093,125790.70176901114
2019-06-14,122068.57867469457,128304.52504547477
2019-06-17,125482.87835076598,131718.8247215462
2019-06-18,124271.07065096933,130507.01702174955
2019-06-19,125449.81832934824,131685.76470012846
2019-06-20,126914.23864111761,133150.18501189782
2019-06-21,128751.03639150884,134986.98276228906
2019-06-24,132071.67655878764,138307.62292956785
2019-06-25,134432.59834235892,140668.54471313913
2019-06-26,137485.33366093686,143721.28003171706
2019-06-27,131935.51617354847,138171.46254432868
2019-06-28,135354.18181903264,141590.12818981285
2019-07-01,129965.9115255749,136201.85789635513
2019-07-02,131600.2138617734,137836.16023255364
2019-07-03,135156.7927299718,141392.73910075205
2019-07-05,131454.87381341285,137690.8201841931
2019-07-08,135170.6123042251,141406.55867500533
2019-07-09,136208.008270057,142443.95464083724
2019-07-10,135611.8278260394,141847.77419681964
2019-07-11,132720.19305170732,138956.13942248755
2019-07-12,134284.00449165117,140519.9508624314
2019-07-15,131826.60934414854,138062.55571492878
2019-07-16,127404.75717350954,133640.70354428978
2019-07-17,128608.26995607972,134844.21632685995
2019-07-18,132045.26110101095,138281.2074717912
2019-07-19,130722.69490630241,136958.64127708264
