ticker,entry_date,exit_date,entry_price,exit_price,profit_pct,weight,reason,is_crypto,asset_class,era,trade_id
MNST,2016-09-30,2016-11-04,12.23,11.27,-7.89,0.023733,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),444
BSX,2016-09-30,2016-11-04,23.8,21.56,-9.41,0.023733,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),445
XEL,2016-09-30,2016-11-04,30.51,29.93,-1.9,0.023733,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),446
CCL,2016-09-30,2016-11-04,42.82,42.14,-1.6,0.023733,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),447
NOV,2016-09-30,2016-11-04,32.58,28.27,-13.23,0.023733,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),448
NEM,2016-04-01,2016-11-04,20.77,29.54,42.19,0.023733,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),449
IEF,2016-02-05,2016-11-04,817.94,831.99,1.72,0.6315,Disattivazione regime macro,False,Obbligazioni,2012-2024 (Point-In-Time),450
T,2016-06-24,2016-09-30,15.38,15.27,-0.74,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),451
XOM,2016-06-24,2016-09-30,57.54,56.66,-1.53,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),452
LMT,2016-06-24,2016-09-30,182.86,184.12,0.69,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),453
DPS,2016-06-24,2016-09-30,11.7,11.65,-0.38,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),454
DUK,2016-04-01,2016-09-30,52.96,53.34,0.71,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),455
CHRW,2016-04-01,2016-09-30,57.89,56.05,-3.18,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),456
WMT,2016-04-01,2016-09-30,19.21,20.34,5.92,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),457
ED,2016-04-01,2016-09-30,52.91,52.67,-0.46,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),458
O,2016-04-01,2016-09-30,36.91,40.43,9.52,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),459
SYY,2016-04-01,2016-09-30,36.15,37.87,4.76,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),460
SCG,2016-04-01,2016-09-30,63.9,66.09,3.44,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),461
CPB,2016-04-01,2016-09-30,45.43,38.5,-15.25,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),462
TWX,2016-04-01,2016-09-30,70.16,77.34,10.23,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),463
ISRG,2016-04-01,2016-09-30,67.39,80.54,19.51,0.024547,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),464
IEF,2016-02-05,2016-09-30,817.4,840.0,2.77,0.0107,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),465
IEF,2016-02-05,2016-08-26,817.4,835.61,2.23,0.0092,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),466
AET,2016-04-01,2016-06-24,110.37,114.47,3.71,0.019213,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),467
HAS,2016-04-01,2016-06-24,55.82,58.4,4.63,0.019213,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),468
EW,2016-04-01,2016-06-24,29.97,32.01,6.81,0.019213,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),469
ANTM,2016-04-01,2016-06-24,122.88,110.02,-10.47,0.019213,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),470
IEF,2016-02-05,2016-06-24,815.75,838.96,2.85,0.0497,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),471
IEF,2016-02-05,2016-05-27,815.75,818.23,0.3,0.0336,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),472
IEF,2016-02-05,2016-04-29,815.75,820.01,0.52,0.2683,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),473
BTC,2015-11-06,2016-04-29,395.7273,455.097,15.0,0.0199,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),474
IEF,2016-02-05,2016-03-25,815.75,812.74,-0.37,0.0057,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),475
BTC,2015-11-06,2016-02-26,393.723,432.152,9.76,0.249,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),476
DRI,2015-12-25,2016-01-01,47.32,46.65,-1.43,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),477
NWL,2015-12-25,2016-01-01,27.74,28.04,1.08,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),478
DPS,2015-12-25,2016-01-01,11.78,11.69,-0.77,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),479
CI,2015-12-25,2016-01-01,131.59,131.48,-0.09,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),480
LLY,2015-11-06,2016-01-01,67.02,70.63,5.39,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),481
MSI,2015-11-06,2016-01-01,57.52,58.24,1.25,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),482
CMS,2015-11-06,2016-01-01,24.86,26.2,5.37,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),483
WEC,2015-11-06,2016-01-01,34.6,36.19,4.61,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),484
TAP,2015-11-06,2016-01-01,65.87,70.96,7.73,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),485
HRL,2015-11-06,2016-01-01,25.12,29.81,18.69,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),486
DHI,2015-11-06,2016-01-01,26.0,28.4,9.21,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),487
PSA,2015-11-06,2016-01-01,148.93,163.56,9.82,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),488
CPB,2015-11-06,2016-01-01,33.8,36.42,7.75,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),489
CCI,2015-11-06,2016-01-01,54.05,55.73,3.11,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),490
WM,2015-11-06,2016-01-01,44.5,43.95,-1.24,0.06008,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),491
ICE,2015-11-06,2015-12-25,45.73,44.05,-3.67,0.021933,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),492
TJX,2015-11-06,2015-12-25,31.31,30.52,-2.52,0.021933,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),493
HRB,2015-11-06,2015-12-25,24.43,22.0,-9.94,0.021933,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),494
CHRW,2015-11-06,2015-12-25,53.3,49.63,-6.89,0.021933,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),495
IEF,2015-09-04,2015-12-04,789.06,783.8,-0.67,0.6326,Disattivazione regime macro,False,Obbligazioni,2012-2024 (Point-In-Time),496
IEF,2015-09-04,2015-11-27,789.06,786.95,-0.27,0.3674,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),497
BTC,2015-08-07,2015-09-04,279.585,230.298,-17.63,0.0705,Disattivazione regime macro crypto,True,Cryptovalute,2012-2024 (Point-In-Time),498
CF,2015-06-26,2015-09-04,46.77,40.87,-12.6,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),499
BMY,2015-06-26,2015-09-04,46.15,39.37,-14.69,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),500
CELG,2015-06-26,2015-09-04,46.15,39.37,-14.69,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),501
PKI,2015-06-26,2015-09-04,52.39,45.75,-12.67,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),502
OXY,2015-06-26,2015-09-04,57.42,50.49,-12.07,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),503
MNST,2015-06-26,2015-09-04,11.62,11.19,-3.71,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),504
CTAS,2015-06-26,2015-09-04,18.94,18.57,-1.94,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),505
NEM,2015-06-26,2015-09-04,18.53,12.21,-34.12,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),506
DPS,2015-06-26,2015-09-04,9.28,9.4,1.2,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),507
MHK,2015-06-26,2015-09-04,193.17,197.5,2.24,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),508
MCD,2015-06-26,2015-09-04,73.57,72.36,-1.65,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),509
DVA,2015-03-27,2015-09-04,81.83,74.55,-8.9,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),510
CPB,2015-03-27,2015-09-04,31.19,33.02,5.87,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),511
ESS,2015-03-06,2015-09-04,151.16,144.63,-4.32,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),512
KR,2015-03-06,2015-09-04,29.63,27.3,-7.86,0.066667,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),513
COL,2015-03-27,2015-06-26,0.65,0.5,-23.08,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),514
EIX,2015-03-27,2015-06-26,39.29,35.8,-8.89,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),515
WEC,2015-03-06,2015-06-26,33.21,31.99,-3.67,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),516
MAC,2015-03-06,2015-06-26,46.23,41.47,-10.3,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),517
AMZN,2015-03-06,2015-06-26,19.0,21.91,15.26,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),518
BDX,2015-03-06,2015-06-26,93.11,91.67,-1.54,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),519
VTR,2015-03-06,2015-06-26,49.21,44.73,-9.11,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),520
CLX,2015-03-06,2015-06-26,77.41,76.81,-0.77,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),521
AIV,2015-03-06,2015-06-26,1.06,1.08,2.0,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),522
CAG,2015-03-06,2015-06-26,17.41,22.51,29.3,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),523
CMG,2015-03-06,2015-06-26,13.17,12.19,-7.47,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),524
IEF,2014-02-07,2015-06-05,759.18,766.45,0.96,0.7087,Disattivazione regime macro,False,Obbligazioni,2012-2024 (Point-In-Time),525
BIIB,2015-03-06,2015-03-27,417.63,429.87,2.93,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),526
VNO,2015-03-06,2015-03-27,55.26,58.57,5.99,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),527
NEM,2015-03-06,2015-03-27,18.08,17.27,-4.49,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),528
ED,2015-03-06,2015-03-27,39.6,39.48,-0.3,0.01978,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),529
IEF,2014-02-07,2015-03-27,759.0,790.1,4.1,0.2967,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),530
VNO,2014-12-26,2015-02-06,56.2,59.47,5.81,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),531
SLM,2014-12-26,2015-02-06,8.84,8.15,-7.8,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),532
ESRX,2014-12-26,2015-02-06,85.74,81.84,-4.54,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),533
BDX,2014-12-26,2015-02-06,89.19,91.73,2.86,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),534
VTR,2014-12-26,2015-02-06,50.41,53.09,5.31,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),535
SBUX,2014-12-26,2015-02-06,32.23,35.18,9.16,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),536
BMS,2014-12-26,2015-02-06,40.86,41.04,0.43,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),537
CAG,2014-12-26,2015-02-06,18.61,18.52,-0.46,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),538
KO,2014-12-26,2015-02-06,29.96,28.91,-3.51,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),539
CMG,2014-12-26,2015-02-06,13.56,13.2,-2.68,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),540
AMT,2014-09-26,2015-02-06,70.08,72.07,2.83,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),541
DUK,2014-09-26,2015-02-06,45.39,51.42,13.28,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),542
CLX,2014-09-26,2015-02-06,67.15,76.16,13.42,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),543
SO,2014-09-26,2015-02-06,26.28,29.46,12.13,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),544
RSG,2014-09-26,2015-02-06,31.43,33.2,5.63,0.021033,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),545
IBM,2014-09-26,2014-12-26,112.01,96.33,-14.0,0.022467,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),546
CELG,2014-09-26,2014-12-26,34.26,40.23,17.42,0.022467,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),547
PG,2014-09-26,2014-12-26,60.39,67.24,11.35,0.022467,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),548
DRI,2014-09-26,2014-12-26,32.52,37.0,13.77,0.022467,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),549
ABC,2014-09-26,2014-12-26,56.27,66.73,18.59,0.022467,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),550
NKE,2014-09-26,2014-12-26,37.86,41.08,8.5,0.022467,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),551
REGN,2014-09-26,2014-12-26,354.83,409.61,15.44,0.022467,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),552
BMY,2014-09-26,2014-12-26,34.26,40.23,17.42,0.022467,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),553
CHRW,2014-06-27,2014-12-26,48.15,58.53,21.56,0.022467,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),554
T,2014-06-27,2014-12-26,11.37,11.35,-0.12,0.022467,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),555
IEF,2014-02-07,2014-10-31,745.55,761.23,2.1,0.0055,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),556
VZ,2014-06-27,2014-09-26,26.0,26.52,2.0,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),557
KMB,2014-06-27,2014-09-26,69.79,68.11,-2.4,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),558
ADM,2014-06-27,2014-09-26,30.79,35.92,16.65,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),559
VTR,2014-06-27,2014-09-26,43.7,42.95,-1.72,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),560
NEM,2014-06-27,2014-09-26,19.5,18.45,-5.38,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),561
VRTX,2014-06-27,2014-09-26,93.77,113.6,21.15,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),562
MSFT,2014-06-27,2014-09-26,35.34,39.06,10.53,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),563
BXP,2014-06-27,2014-09-26,71.83,70.24,-2.21,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),564
MRK,2014-03-28,2014-09-26,36.58,39.38,7.67,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),565
RRC,2014-03-28,2014-09-26,79.25,63.01,-20.49,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),566
PEG,2014-03-28,2014-09-26,24.32,24.95,2.59,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),567
EXC,2014-03-28,2014-09-26,15.21,15.69,3.12,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),568
MCD,2014-03-28,2014-09-26,70.46,69.77,-0.98,0.033333,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),569
GLD,2014-07-04,2014-09-05,293.63,284.19,-3.21,0.2453,Disattivazione regime macro,False,Oro,2012-2024 (Point-In-Time),570
BTC,2014-07-04,2014-09-05,601.2337,488.87,-18.69,0.2453,Disattivazione regime macro crypto,True,Cryptovalute,2012-2024 (Point-In-Time),571
IEF,2014-02-07,2014-07-25,733.82,749.02,2.07,0.3327,Ribilanciamento mensile (trim parziale),False,Obbligazioni,2012-2024 (Point-In-Time),572
DAL,2014-03-28,2014-06-27,28.95,34.01,17.48,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),573
EQT,2014-03-28,2014-06-27,48.77,52.99,8.65,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),574
DD,2014-03-28,2014-06-27,64.19,69.21,7.83,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),575
PRGO,2014-03-28,2014-06-27,114.67,109.37,-4.62,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),576
OKE,2014-03-28,2014-06-27,27.67,32.23,16.48,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),577
NFLX,2014-03-28,2014-06-27,5.13,6.32,23.19,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),578
LUV,2014-03-28,2014-06-27,20.07,23.57,17.45,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),579
SYY,2014-03-28,2014-06-27,25.79,27.35,6.05,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),580
TSN,2014-03-28,2014-06-27,32.47,28.23,-13.08,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),581
MU,2013-12-27,2014-06-27,20.98,30.73,46.42,0.02222,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),582
GLD,2014-03-07,2014-06-06,300.56,280.82,-6.57,0.3333,Disattivazione regime macro,False,Oro,2012-2024 (Point-In-Time),583
TRIP,2013-12-27,2014-03-28,72.6,80.08,10.3,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),584
WYNN,2013-12-27,2014-03-28,157.7,180.36,14.37,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),585
CI,2013-12-27,2014-03-28,77.68,71.33,-8.18,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),586
UNH,2013-12-27,2014-03-28,60.78,66.65,9.67,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),587
NBR,2013-12-27,2014-03-28,726.66,1071.15,47.41,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),588
XYL,2013-12-27,2014-03-28,29.33,30.67,4.55,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),589
KSS,2013-12-27,2014-03-28,30.6,31.4,2.62,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),590
DE,2013-12-27,2014-03-28,72.27,71.12,-1.58,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),591
HOG,2013-12-27,2014-03-28,50.92,49.0,-3.76,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),592
APA,2013-12-27,2014-03-28,64.21,61.64,-4.0,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),593
MTB,2013-10-04,2014-03-28,79.02,85.38,8.05,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),594
ESRX,2013-10-04,2014-03-28,62.53,75.52,20.77,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),595
AAPL,2013-10-04,2014-03-28,14.85,16.71,12.46,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),596
CME,2013-10-04,2014-03-28,43.97,45.21,2.83,0.007907,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),597
BTC,2013-09-06,2014-03-07,147.0732,669.0,354.88,0.1061,Disattivazione regime macro crypto,True,Cryptovalute,2012-2024 (Point-In-Time),598
BTC,2013-09-06,2014-01-31,147.0732,800.0,443.95,0.0125,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),599
MRK,2013-10-04,2013-12-27,30.99,32.28,4.17,0.029247,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),600
ABC,2013-10-04,2013-12-27,44.79,50.52,12.78,0.029247,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),601
PRGO,2013-10-04,2013-12-27,96.49,113.81,17.95,0.029247,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),602
RRC,2013-10-04,2013-12-27,71.12,77.66,9.2,0.029247,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),603
ROP,2013-10-04,2013-12-27,120.02,128.04,6.69,0.029247,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),604
HSY,2013-10-04,2013-12-27,67.28,70.95,5.45,0.029247,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),605
SJM,2013-10-04,2013-12-27,72.05,70.56,-2.07,0.029247,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),606
CMG,2013-10-04,2013-12-27,8.68,10.61,22.26,0.029247,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),607
PPL,2013-10-04,2013-12-27,15.99,16.04,0.29,0.029247,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),608
LH,2013-10-04,2013-12-27,81.85,74.11,-9.46,0.029247,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),609
BRCM,2013-10-04,2013-12-27,3.21,3.91,21.9,0.029247,Rotazione trimestrale,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),610
BTC,2013-09-06,2013-12-27,147.0732,747.0,407.91,0.1205,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),611
BTC,2013-09-06,2013-11-29,147.0732,1014.1,589.52,0.1996,Ribilanciamento mensile (trim parziale),True,Cryptovalute,2012-2024 (Point-In-Time),612
AET,2013-06-28,2013-09-06,59.85,61.52,2.8,0.008147,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),613
BBT,2013-06-28,2013-09-06,18.81,17.06,-9.32,0.008147,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),614
WFC,2013-06-28,2013-09-06,28.6,28.91,1.08,0.008147,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),615
KMB,2013-06-28,2013-09-06,58.97,57.0,-3.36,0.008147,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),616
UNH,2013-06-28,2013-09-06,52.88,59.81,13.1,0.008147,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),617
PRGO,2013-06-28,2013-09-06,90.4,92.67,2.51,0.008147,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),618
PCG,2013-06-28,2013-09-06,38.67,34.57,-10.61,0.008147,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),619
DLTR,2013-06-28,2013-09-06,50.84,53.45,5.13,0.008147,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),620
KSS,2013-06-28,2013-09-06,27.27,28.28,3.72,0.008147,Disattivazione regime macro equity,False,Azioni (Low-Beta),2012-2024 (Point-In-Time),621
